Element ID,Name,Description,Applies To,Data Type,Data Size,R4 Resource,R4 Element,R4 FhirPath,R4 Discriminator,R4 Example,R4 Additional,R4 Derived,R4 Notes,CCW Mapping,CCLF Mapping,BFD Table Type,BFD Column Name,BFD Java Field Name,AB2D,BB2,BCDA,BFD,DPC,Synthetic Data
522,Part D Contract Number - October (Historic),This variable is the Medicare Part C contract number for the beneficiary’s Medicare Advantage (MA) plan for a given month (January through December). CMS assigns an identifier to each contract that a managed care plan has with CMS.,Part-D,CHAR,5,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/ptdcntrct10-[%y]-10').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdcntrct10-<year>-10',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/ptdcntrct10';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},The discriminator is derived using the year and month from the beneficiaryMonthly.yearMonth column. .  coverage.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdcntrct01-<year>-<month>'.  the above <year> is pulled from the beneficiaryMonthly table and the yearMonthly column. The <month> is also pulled from this table and column.,,PTD_CNTRCT_ID_10,,BENEFICIARYMONTHLY,partd_contract_number_id,partDContractNumberId,,X,,X,X,X
523,Part D Contract Number - November (Historic),This variable is the Medicare Part C contract number for the beneficiary’s Medicare Advantage (MA) plan for a given month (January through December). CMS assigns an identifier to each contract that a managed care plan has with CMS.,Part-D,CHAR,5,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/ptdcntrct11-[%y]-11').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdcntrct11-<year>-11',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/ptdcntrct11';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},The discriminator is derived using the year and month from the beneficiaryMonthly.yearMonth column. .  coverage.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdcntrct01-<year>-<month>'.  the above <year> is pulled from the beneficiaryMonthly table and the yearMonthly column. The <month> is also pulled from this table and column.,,PTD_CNTRCT_ID_11,,BENEFICIARYMONTHLY,partd_contract_number_id,partDContractNumberId,,X,,X,X,X
524,Part D Contract Number - December (Historic),This variable is the Medicare Part C contract number for the beneficiary’s Medicare Advantage (MA) plan for a given month (January through December). CMS assigns an identifier to each contract that a managed care plan has with CMS.,Part-D,CHAR,5,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/ptdcntrct12-[%y]-12').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdcntrct12-<year>-12',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/ptdcntrct12';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},The discriminator is derived using the year and month from the beneficiaryMonthly.yearMonth column. .  coverage.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdcntrct01-<year>-<month>'.  the above <year> is pulled from the beneficiaryMonthly table and the yearMonthly column. The <month> is also pulled from this table and column.,,PTD_CNTRCT_ID_12,,BENEFICIARYMONTHLY,partd_contract_number_id,partDContractNumberId,,X,,X,X,X
525,Part D PBP Number - January,The variable is the Part D plan benefit package (PBP) for the beneficiary’s Part D plan for a given month (January through December). CMS assigns an identifier to each PBP within a contract that a Part D plan sponsor has with CMS.,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/ptdpbpid01').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid01',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid01';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_PBP_ID_01,,BENEFICIARIES,ptd_pbp_id_01,partDPbpNumberJanId,,X,,X,X,X
526,Part D PBP Number - February,The variable is the Part D plan benefit package (PBP) for the beneficiary’s Part D plan for a given month (January through December). CMS assigns an identifier to each PBP within a contract that a Part D plan sponsor has with CMS.,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/ptdpbpid02').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid02',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid02';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_PBP_ID_02,,BENEFICIARIES,ptd_pbp_id_02,partDPbpNumberFebId,,X,,X,X,X
527,Part D PBP Number - March,The variable is the Part D plan benefit package (PBP) for the beneficiary’s Part D plan for a given month (January through December). CMS assigns an identifier to each PBP within a contract that a Part D plan sponsor has with CMS.,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/ptdpbpid03').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid03',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid03';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_PBP_ID_03,,BENEFICIARIES,ptd_pbp_id_03,partDPbpNumberMarId,,X,,X,X,X
528,Part D PBP Number - April,The variable is the Part D plan benefit package (PBP) for the beneficiary’s Part D plan for a given month (January through December). CMS assigns an identifier to each PBP within a contract that a Part D plan sponsor has with CMS.,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/ptdpbpid04').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid04',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid04';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_PBP_ID_04,,BENEFICIARIES,ptd_pbp_id_04,partDPbpNumberAprId,,X,,X,X,X
529,Part D PBP Number - May,The variable is the Part D plan benefit package (PBP) for the beneficiary’s Part D plan for a given month (January through December). CMS assigns an identifier to each PBP within a contract that a Part D plan sponsor has with CMS.,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/ptdpbpid05').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid05',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid05';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_PBP_ID_05,,BENEFICIARIES,ptd_pbp_id_05,partDPbpNumberMayId,,X,,X,X,X
530,Part D PBP Number - June,The variable is the Part D plan benefit package (PBP) for the beneficiary’s Part D plan for a given month (January through December). CMS assigns an identifier to each PBP within a contract that a Part D plan sponsor has with CMS.,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/ptdpbpid06').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid06',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid06';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_PBP_ID_06,,BENEFICIARIES,ptd_pbp_id_06,partDPbpNumberJunId,,X,,X,X,X
531,Part D PBP Number - July,The variable is the Part D plan benefit package (PBP) for the beneficiary’s Part D plan for a given month (January through December). CMS assigns an identifier to each PBP within a contract that a Part D plan sponsor has with CMS.,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/ptdpbpid07').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid07',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid07';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_PBP_ID_07,,BENEFICIARIES,ptd_pbp_id_07,partDPbpNumberJulId,,X,,X,X,X
532,Part D PBP Number - August,The variable is the Part D plan benefit package (PBP) for the beneficiary’s Part D plan for a given month (January through December). CMS assigns an identifier to each PBP within a contract that a Part D plan sponsor has with CMS.,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/ptdpbpid08').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid08',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid08';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_PBP_ID_08,,BENEFICIARIES,ptd_pbp_id_08,partDPbpNumberAugId,,X,,X,X,X
533,Part D PBP Number - September,The variable is the Part D plan benefit package (PBP) for the beneficiary’s Part D plan for a given month (January through December). CMS assigns an identifier to each PBP within a contract that a Part D plan sponsor has with CMS.,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/ptdpbpid09').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid09',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid09';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_PBP_ID_09,,BENEFICIARIES,ptd_pbp_id_09,partDPbpNumberSepId,,X,,X,X,X
534,Part D PBP Number - October,The variable is the Part D plan benefit package (PBP) for the beneficiary’s Part D plan for a given month (January through December). CMS assigns an identifier to each PBP within a contract that a Part D plan sponsor has with CMS.,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/ptdpbpid10').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid10',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid10';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_PBP_ID_10,,BENEFICIARIES,ptd_pbp_id_10,partDPbpNumberOctId,,X,,X,X,X
535,Part D PBP Number - November,The variable is the Part D plan benefit package (PBP) for the beneficiary’s Part D plan for a given month (January through December). CMS assigns an identifier to each PBP within a contract that a Part D plan sponsor has with CMS.,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/ptdpbpid11').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid11',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid11';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_PBP_ID_11,,BENEFICIARIES,ptd_pbp_id_11,partDPbpNumberNovId,,X,,X,X,X
536,Part D PBP Number - December,The variable is the Part D plan benefit package (PBP) for the beneficiary’s Part D plan for a given month (January through December). CMS assigns an identifier to each PBP within a contract that a Part D plan sponsor has with CMS.,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/ptdpbpid12').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid12',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/ptdpbpid12';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_PBP_ID_12,,BENEFICIARIES,ptd_pbp_id_12,partDPbpNumberDecId,,X,,X,X,X
537,Part D Segment Number - January,This variable is the segment number that CMS assigns to identify a geographic market segment or subdivision of a Part D plan; the segment number allows you to determine the market area covered by the plan. The variable describes the market segment for a given month (January through December).,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/sgmtid01').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/sgmtid01',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/sgmtid01';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_SGMT_ID_01,,BENEFICIARIES,ptd_sgmt_id_01,partDSegmentNumberJanId,,X,,X,X,X
538,Part D Segment Number - February,This variable is the segment number that CMS assigns to identify a geographic market segment or subdivision of a Part D plan; the segment number allows you to determine the market area covered by the plan. The variable describes the market segment for a given month (January through December).,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/sgmtid02').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/sgmtid02',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/sgmtid02';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_SGMT_ID_02,,BENEFICIARIES,ptd_sgmt_id_02,partDSegmentNumberFebId,,X,,X,X,X
539,Part D Segment Number - March,This variable is the segment number that CMS assigns to identify a geographic market segment or subdivision of a Part D plan; the segment number allows you to determine the market area covered by the plan. The variable describes the market segment for a given month (January through December).,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/sgmtid03').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/sgmtid03',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/sgmtid03';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_SGMT_ID_03,,BENEFICIARIES,ptd_sgmt_id_03,partDSegmentNumberMarId,,X,,X,X,X
540,Part D Segment Number - April,This variable is the segment number that CMS assigns to identify a geographic market segment or subdivision of a Part D plan; the segment number allows you to determine the market area covered by the plan. The variable describes the market segment for a given month (January through December).,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/sgmtid04').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/sgmtid04',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/sgmtid04';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_SGMT_ID_04,,BENEFICIARIES,ptd_sgmt_id_04,partDSegmentNumberAprId,,X,,X,X,X
541,Part D Segment Number - May,This variable is the segment number that CMS assigns to identify a geographic market segment or subdivision of a Part D plan; the segment number allows you to determine the market area covered by the plan. The variable describes the market segment for a given month (January through December).,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/sgmtid05').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/sgmtid05',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/sgmtid05';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_SGMT_ID_05,,BENEFICIARIES,ptd_sgmt_id_05,partDSegmentNumberMayId,,X,,X,X,X
542,Part D Segment Number - June,This variable is the segment number that CMS assigns to identify a geographic market segment or subdivision of a Part D plan; the segment number allows you to determine the market area covered by the plan. The variable describes the market segment for a given month (January through December).,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/sgmtid06').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/sgmtid06',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/sgmtid06';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_SGMT_ID_06,,BENEFICIARIES,ptd_sgmt_id_06,partDSegmentNumberJunId,,X,,X,X,X
543,Part D Segment Number - July,This variable is the segment number that CMS assigns to identify a geographic market segment or subdivision of a Part D plan; the segment number allows you to determine the market area covered by the plan. The variable describes the market segment for a given month (January through December).,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/sgmtid07').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/sgmtid07',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/sgmtid07';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_SGMT_ID_07,,BENEFICIARIES,ptd_sgmt_id_07,partDSegmentNumberJulId,,X,,X,X,X
544,Part D Segment Number - August,This variable is the segment number that CMS assigns to identify a geographic market segment or subdivision of a Part D plan; the segment number allows you to determine the market area covered by the plan. The variable describes the market segment for a given month (January through December).,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/sgmtid08').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/sgmtid08',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/sgmtid08';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_SGMT_ID_08,,BENEFICIARIES,ptd_sgmt_id_08,partDSegmentNumberAugId,,X,,X,X,X
545,Part D Segment Number - September,This variable is the segment number that CMS assigns to identify a geographic market segment or subdivision of a Part D plan; the segment number allows you to determine the market area covered by the plan. The variable describes the market segment for a given month (January through December).,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/sgmtid09').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/sgmtid09',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/sgmtid09';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_SGMT_ID_09,,BENEFICIARIES,ptd_sgmt_id_09,partDSegmentNumberSepId,,X,,X,X,X
546,Part D Segment Number - October,This variable is the segment number that CMS assigns to identify a geographic market segment or subdivision of a Part D plan; the segment number allows you to determine the market area covered by the plan. The variable describes the market segment for a given month (January through December).,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/sgmtid10').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/sgmtid10',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/sgmtid10';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_SGMT_ID_10,,BENEFICIARIES,ptd_sgmt_id_10,partDSegmentNumberOctId,,X,,X,X,X
547,Part D Segment Number - November,This variable is the segment number that CMS assigns to identify a geographic market segment or subdivision of a Part D plan; the segment number allows you to determine the market area covered by the plan. The variable describes the market segment for a given month (January through December).,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/sgmtid11').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/sgmtid11',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/sgmtid11';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_SGMT_ID_11,,BENEFICIARIES,ptd_sgmt_id_11,partDSegmentNumberNovId,,X,,X,X,X
548,Part D Segment Number - December,This variable is the segment number that CMS assigns to identify a geographic market segment or subdivision of a Part D plan; the segment number allows you to determine the market area covered by the plan. The variable describes the market segment for a given month (January through December).,Part-D,CHAR,3,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/sgmtid12').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/sgmtid12',,coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/sgmtid12';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,PTD_SGMT_ID_12,,BENEFICIARIES,ptd_sgmt_id_12,partDSegmentNumberDecId,,X,,X,X,X
549,Medicare Medicaid Dual Eligibility Code - January,This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).,Part-A;Part-B;Part-C;Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/dual_01').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_01',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/dual_01"",\n    ""valueCoding"": {\n      ""system"": ""https://bluebutton.cms.gov/resources/variables/dual_01"",\n      ""code"": ""**"",\n      ""display"": ""Enrolled in Medicare A and/or B, but no Part D enrollment data for the beneficiary. (This status was indicated as 'XX' for 2006-2009)""\n    }\n  }\n]",coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/dual_01';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,DUAL_STUS_CD_01,CCLF8.BENE_DUAL_STUS_CD,BENEFICIARIES,dual_stus_cd_01,medicaidDualEligibilityJanCode,,X,X,X,X,X
550,Medicare Medicaid Dual Eligibility Code - February,This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).,Part-A;Part-B;Part-C;Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/dual_02').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_02',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/dual_02"",\n    ""valueCoding"": {\n      ""system"": ""https://bluebutton.cms.gov/resources/variables/dual_02"",\n      ""code"": ""**"",\n      ""display"": ""Enrolled in Medicare A and/or B, but no Part D enrollment data for the beneficiary. (This status was indicated as 'XX' for 2006-2009)""\n    }\n  }\n]",coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/dual_02';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,DUAL_STUS_CD_02,CCLF8.BENE_DUAL_STUS_CD,BENEFICIARIES,dual_stus_cd_02,medicaidDualEligibilityFebCode,,X,X,X,X,X
551,Medicare Medicaid Dual Eligibility Code - March,This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).,Part-A;Part-B;Part-C;Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/dual_03').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_03',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/dual_03"",\n    ""valueCoding"": {\n      ""system"": ""https://bluebutton.cms.gov/resources/variables/dual_03"",\n      ""code"": ""**"",\n      ""display"": ""Enrolled in Medicare A and/or B, but no Part D enrollment data for the beneficiary. (This status was indicated as 'XX' for 2006-2009)""\n    }\n  }\n]",coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/dual_03';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,DUAL_STUS_CD_03,CCLF8.BENE_DUAL_STUS_CD,BENEFICIARIES,dual_stus_cd_03,medicaidDualEligibilityMarCode,,X,X,X,X,X
552,Medicare Medicaid Dual Eligibility Code - April,This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).,Part-A;Part-B;Part-C;Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/dual_04').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_04',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/dual_04"",\n    ""valueCoding"": {\n      ""system"": ""https://bluebutton.cms.gov/resources/variables/dual_04"",\n      ""code"": ""**"",\n      ""display"": ""Enrolled in Medicare A and/or B, but no Part D enrollment data for the beneficiary. (This status was indicated as 'XX' for 2006-2009)""\n    }\n  }\n]",coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/dual_04';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,DUAL_STUS_CD_04,CCLF8.BENE_DUAL_STUS_CD,BENEFICIARIES,dual_stus_cd_04,medicaidDualEligibilityAprCode,,X,X,X,X,X
553,Medicare Medicaid Dual Eligibility Code - May,This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).,Part-A;Part-B;Part-C;Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/dual_05').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_05',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/dual_05"",\n    ""valueCoding"": {\n      ""system"": ""https://bluebutton.cms.gov/resources/variables/dual_05"",\n      ""code"": ""**"",\n      ""display"": ""Enrolled in Medicare A and/or B, but no Part D enrollment data for the beneficiary. (This status was indicated as 'XX' for 2006-2009)""\n    }\n  }\n]",coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/dual_05';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,DUAL_STUS_CD_05,CCLF8.BENE_DUAL_STUS_CD,BENEFICIARIES,dual_stus_cd_05,medicaidDualEligibilityMayCode,,X,X,X,X,X
554,Medicare Medicaid Dual Eligibility Code - June,This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).,Part-A;Part-B;Part-C;Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/dual_06').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_06',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/dual_06"",\n    ""valueCoding"": {\n      ""system"": ""https://bluebutton.cms.gov/resources/variables/dual_06"",\n      ""code"": ""**"",\n      ""display"": ""Enrolled in Medicare A and/or B, but no Part D enrollment data for the beneficiary. (This status was indicated as 'XX' for 2006-2009)""\n    }\n  }\n]",coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/dual_06';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,DUAL_STUS_CD_06,CCLF8.BENE_DUAL_STUS_CD,BENEFICIARIES,dual_stus_cd_06,medicaidDualEligibilityJunCode,,X,X,X,X,X
555,Medicare Medicaid Dual Eligibility Code - July,This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).,Part-A;Part-B;Part-C;Part-D,CHAR,2,Coverage,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/dual_07').valueCoding.code,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_07',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/dual_07"",\n    ""valueCoding"": {\n      ""system"": ""https://bluebutton.cms.gov/resources/variables/dual_07"",\n      ""code"": ""**"",\n      ""display"": ""Enrolled in Medicare A and/or B, but no Part D enrollment data for the beneficiary. (This status was indicated as 'XX' for 2006-2009)""\n    }\n  }\n]",coverage.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/dual_07';coverage.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,DUAL_STUS_CD_07,CCLF8.BENE_DUAL_STUS_CD,BENEFICIARIES,dual_stus_cd_07,medicaidDualEligibilityJulCode,,X,X,X,X,X
